system,query word,query datetime,dataset,openalex id,doi,title,publisher,year,type,publication venue,authors,institutions,reference,cited by,fwci,citation percentile (by year/subfield),primary topic,primary subfield,primary field,primary domain,is oa,open access status,source type,retracted,language,country,from global south
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2100677568,https://doi.org/10.1023/a:1022633531479,Learning to Predict by the Methods of Temporal Differences,Springer,1988.0,article,Machine Learning,Richard S. Sutton,,50.0,3932.0,60.579,0.99922444,Evolutionary Algorithms and Applications,Artificial Intelligence,Computer Science,Physical Sciences,true,bronze,journal,false,English,Unknown,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2119717200,https://doi.org/10.1007/bf00992696,Simple statistical gradient-following algorithms for connectionist reinforcement learning,Springer,1992.0,article,Machine Learning,Ronald J. Williams,Northeastern University,41.0,7430.0,14.5083,0.98926367,Evolutionary Algorithms and Applications,Artificial Intelligence,Computer Science,Physical Sciences,true,bronze,journal,false,English,US,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W32403112,https://doi.org/10.1007/bf00992698,Q-learning,Springer,1992.0,article,Machine Learning,Christopher J. Watkins; Peter Dayan,The FRAM Centre; University of Edinburgh,14.0,8935.0,19.5304,0.99330609,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,true,bronze,journal,false,English,NO; GB,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2113913482,https://doi.org/10.1007/bf00114726,Reinforcement learning with replacing eligibility traces,Springer,1996.0,article,Machine Learning,Satinder Singh; Richard S. Sutton,Massachusetts Institute of Technology; Institute of Cognitive and Brain Sciences; University of Massachusetts Amherst,48.0,590.0,18.785,0.99410049,Evolutionary Algorithms and Applications,Artificial Intelligence,Computer Science,Physical Sciences,false,closed,journal,false,English,US,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2131600418,https://doi.org/10.1145/203330.203343,Temporal difference learning and TD-Gammon,Association for Computing Machinery,1995.0,article,Communications of the ACM,Gerald Tesauro,IBM Research - Thomas J. Watson Research Center,7.0,1479.0,25.9424,0.99616858,Artificial Intelligence in Games,Artificial Intelligence,Computer Science,Physical Sciences,true,bronze,journal,false,English,US,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2155027007,,Policy Gradient Methods for Reinforcement Learning with Function Approximation,,1999.0,article,,Richard S. Sutton; David McAllester; Satinder Singh; Yishay Mansour,AT&T (United States),18.0,4964.0,26.5526,0.99642746,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,false,closed,,false,English,US,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2109910161,https://doi.org/10.1016/s0004-3702(99)00052-1,Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,Elsevier,1999.0,article,Artificial Intelligence,Richard S. Sutton; Doina Precup; Satinder Singh,AT&T (United States); University of Massachusetts Amherst,75.0,3091.0,34.8798,0.99801542,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,false,closed,journal,false,English,US,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W1757796397,https://doi.org/10.48550/arxiv.1312.5602,Playing Atari with Deep Reinforcement Learning,Cornell University,2013.0,preprint,arXiv,Volodymyr Mnih; Koray Kavukcuoglu; David Silver; Alex Graves; Ioannis Antonoglou; Daan Wierstra; Martin Riedmiller,,29.0,5121.0,,,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,true,green,repository,false,English,Unknown,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2145339207,https://doi.org/10.1038/nature14236,Human-level control through deep reinforcement learning,Nature,2015.0,article,Nature,Volodymyr Mnih; Koray Kavukcuoglu; David Silver; Andrei A. Rusu; Joel Veness; Marc G. Bellemare; Alex Graves; Martin Riedmiller; Andreas Fidjeland; Georg Ostrovski; Stig Petersen; Charles Beattie; Amir Sadik; Ioannis Antonoglou; Helen King; Dharshan Kumaran; Daan Wierstra; Shane Legg; Demis Hassabis,Google (United Kingdom); DeepMind (United Kingdom),38.0,29356.0,585.6364,1.0,Neural dynamics and brain function,Cognitive Neuroscience,Neuroscience,Life Sciences,false,closed,journal,false,English,GB,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2155968351,https://doi.org/10.1609/aaai.v30i1.10295,Deep Reinforcement Learning with Double Q-Learning,Association for the Advancement of Artificial Intelligence,2016.0,article,Proceedings of the AAAI Conference on Artificial Intelligence,Hado van Hasselt; Arthur Guez; David Silver,Google (United States); DeepMind (United Kingdom),34.0,3519.0,287.0408,1.0,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,true,diamond,conference,false,English,US; GB,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2173564293,https://doi.org/10.48550/arxiv.1511.06581,Dueling Network Architectures for Deep Reinforcement Learning,Cornell University,2015.0,article,arXiv,Ziyu Wang; Tom Schaul; Matteo Hessel; Hado van Hasselt; Marc Lanctot; Nando de Freitas,Google (United Kingdom); DeepMind (United Kingdom),23.0,1815.0,,,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,true,green,repository,false,English,GB,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2201581102,https://doi.org/10.48550/arxiv.1511.05952,Prioritized Experience Replay,Cornell University,2015.0,preprint,arXiv,Tom Schaul; John Quan; Ioannis Antonoglou; David Silver,DeepMind (United Kingdom); Google (United States),29.0,2036.0,,,Neural dynamics and brain function,Cognitive Neuroscience,Neuroscience,Life Sciences,true,green,repository,false,English,GB; US,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2260756217,https://doi.org/10.48550/arxiv.1602.01783,Asynchronous Methods for Deep Reinforcement Learning,Cornell University,2016.0,preprint,arXiv,Volodymyr Mnih; Adrià Puigdomènech Badia; Mehdi Mirza; Alex Graves; Timothy Lillicrap; Tim Harley; David Silver; Koray Kavukcuoglu,,32.0,1690.0,,,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,true,green,repository,false,English,Unknown,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W1771410628,https://doi.org/10.48550/arxiv.1502.05477,Trust Region Policy Optimization,Cornell University,2015.0,article,arXiv,John Schulman; Sergey Levine; Philipp Moritz; Michael I. Jordan; Pieter Abbeel,"University of California, Berkeley",32.0,3131.0,,,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,true,green,repository,false,English,US,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,Semantic Scholar,,,Proximal Policy Optimization Algorithms,,2017.0,,arXiv,John Schulman; Filip Wolski; Prafulla Dhariwal; Alec Radford; Oleg Klimov,,14.0,26815.0,,,Computer Science,,,,true,open,,Unknown,Unknown,Unknown,Unknown
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2963864421,,Continuous control with deep reinforcement learning,Cornell University,2016.0,article,arXiv,Timothy Lillicrap; Jonathan J. Hunt; Alexander Pritzel; Nicolas Heess; Tom Erez; Yuval Tassa; David Silver; Daan Wierstra,Google (United States); Google DeepMind (United Kingdom),31.0,6777.0,503.2782,0.99995514,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,true,green,repository,false,English,US; GB,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2257979135,https://doi.org/10.1038/nature16961,Mastering the game of Go with deep neural networks and tree search,Nature,2016.0,article,Nature,David Silver; Aja Huang; Chris J. Maddison; Arthur Guez; Laurent Sifre; George van den Driessche; Julian Schrittwieser; Ioannis Antonoglou; Veda Panneershelvam; Marc Lanctot; Sander Dieleman; Dominik Grewe; John Nham; Nal Kalchbrenner; Ilya Sutskever; Timothy Lillicrap; Madeleine Leach; Koray Kavukcuoglu; Thore Graepel; Demis Hassabis,Google (United Kingdom); DeepMind (United Kingdom); Google (United States),66.0,15640.0,2219.9277,1.0,Artificial Intelligence in Games,Artificial Intelligence,Computer Science,Physical Sciences,false,closed,journal,false,English,GB; US,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2766447205,https://doi.org/10.1038/nature24270,Mastering the game of Go without human knowledge,Nature,2017.0,article,Nature,David Silver; Julian Schrittwieser; Karen Simonyan; Ioannis Antonoglou; Aja Huang; Arthur Guez; Thomas Hubert; Lucas Baker; Matthew Lai; Adrian Bolton; Yutian Chen; Timothy Lillicrap; Fan Hui; Laurent Sifre; George van den Driessche; Thore Graepel; Demis Hassabis,Google DeepMind (United Kingdom),66.0,9089.0,729.6431,0.99996389,Artificial Intelligence in Games,Artificial Intelligence,Computer Science,Physical Sciences,false,closed,journal,false,English,GB,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2902907165,https://doi.org/10.1126/science.aar6404,"A general reinforcement learning algorithm that masters chess, shogi, and Go through self-play",American Association for the Advancement of Science,2018.0,article,Science,David Silver; Thomas Hubert; Julian Schrittwieser; Ioannis Antonoglou; Matthew Lai; Arthur Guez; Marc Lanctot; Laurent Sifre; Dharshan Kumaran; Thore Graepel; Timothy Lillicrap; Karen Simonyan; Demis Hassabis,Google DeepMind (United Kingdom); University College London,31.0,3471.0,229.0095,0.99994043,Artificial Intelligence in Games,Artificial Intelligence,Computer Science,Physical Sciences,true,green,journal,false,English,GB,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W3118210634,,"Mastering Atari, Go, chess and shogi by planning with a learned model",Federal Reserve Bank of St. Louis,,article,RePEc: Research Papers in Economics,Julian Schrittwieser; Ioannis Antonoglou; Thomas Hubert; Karen Simonyan; Laurent Sifre; Simon Schmitt; Arthur Guez; Edward Lockhart; Demis Hassabis; Thore Graepel; Timothy Lillicrap; David Silver,Google DeepMind (United Kingdom); University College London,76.0,1376.0,,,Artificial Intelligence in Games,Artificial Intelligence,Computer Science,Physical Sciences,false,closed,repository,false,Unknown,GB,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2982316857,https://doi.org/10.1038/s41586-019-1724-z,Grandmaster level in StarCraft II using multi-agent reinforcement learning,Nature,2019.0,article,Nature,Oriol Vinyals; I. Babuschkin; Wojciech Marian Czarnecki; Michaël Mathieu; Andrew Dudzik; Jun‐Young Chung; David Choi; Richard Powell; Timo Ewalds; Petko Georgiev; Junhyuk Oh; Dan Horgan; Matthias Kroiß; Ivo Danihelka; Aja Huang; Laurent Sifre; Trevor Cai; John Agapiou; Max Jaderberg; Alexander Sasha Vezhnevets; Rémi Leblond; Tobias Pohlen; Valentin Dalibard; David Budden; Yury Sulsky; James Molloy; Tom Le Paine; Çaǧlar Gülçehre; Ziyu Wang; Tobias Pfaff; Yuhuai Wu; Roman Ring; Dani Yogatama; Dario Wünsch; Katrina McKinney; Oliver Smith; Tom Schaul; Timothy Lillicrap; Koray Kavukcuoglu; Demis Hassabis; Chris Apps; David Silver,DeepMind (United Kingdom),60.0,3373.0,246.0789,0.99986974,Artificial Intelligence in Games,Artificial Intelligence,Computer Science,Physical Sciences,false,closed,journal,false,English,GB,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2761873684,https://doi.org/10.1609/aaai.v32i1.11796,Rainbow: Combining Improvements in Deep Reinforcement Learning,Association for the Advancement of Artificial Intelligence,2018.0,article,Proceedings of the AAAI Conference on Artificial Intelligence,Matteo Hessel; Joseph Modayil; Hado van Hasselt; Tom Schaul; Georg Ostrovski; Will Dabney; Dan Horgan; Bilal Piot; Mohammad Gheshlaghi Azar; David Silver,DeepMind (United Kingdom),58.0,1702.0,56.3884,0.9990142,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,true,diamond,conference,false,English,GB,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2787938642,https://doi.org/10.48550/arxiv.1802.09477,Addressing Function Approximation Error in Actor-Critic Methods,Cornell University,2018.0,preprint,arXiv,Scott Fujimoto; Herke van Hoof; David Meger,,39.0,2364.0,,,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,true,green,repository,false,English,Unknown,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,Crossref,,https://doi.org/10.1007/bfb0007224,World models,Springer,1978.0,book chapter,Lecture Notes in Control and Information Sciences,D. C. J. de Jongh,,8.0,,,,,,,,Unknown,,,Unknown,Unknown,Unknown,Unknown
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2992977009,https://doi.org/10.48550/arxiv.1912.01603,Dream to Control: Learning Behaviors by Latent Imagination,Cornell University,2019.0,preprint,arXiv,Danijar Hafner; Timothy Lillicrap; Jimmy Ba; Mohammad Norouzi,University of Toronto; University College London; Google (United States),65.0,137.0,,,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,true,green,repository,false,English,CA; GB; US,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2900152462,https://doi.org/10.48550/arxiv.1811.04551,Learning Latent Dynamics for Planning from Pixels,Cornell University,2018.0,article,arXiv,Danijar Hafner; Timothy Lillicrap; Ian Fischer; Ruben Villegas; David Ha; Honglak Lee; James Davidson,Hasso Plattner Institute; Google (United States); University of Michigan-Ann Arbor; Ann Arbor Center for Independent Living; Southmead Hospital,0.0,367.0,,,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,true,green,repository,false,English,DE; US; GB,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W4315706776,https://doi.org/10.48550/arxiv.2301.04104,Mastering Diverse Domains through World Models,Cornell University,2023.0,preprint,arXiv,Danijar Hafner; Jurgis Pašukonis; Jimmy Ba; Timothy Lillicrap,,0.0,92.0,,,Machine Learning and Data Classification,Artificial Intelligence,Computer Science,Physical Sciences,true,green,repository,false,English,Unknown,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2899205164,https://doi.org/10.48550/arxiv.1810.12894,Exploration by Random Network Distillation,Cornell University,2018.0,preprint,arXiv,Yuri Burda; Harrison Edwards; Amos Storkey; Oleg Klimov,OpenAI (United States),41.0,259.0,,,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,true,green,repository,false,English,US,false
Gemini,Reinforcement Learning,2026-04-27 00:30:00,OpenAlex,https://openalex.org/W2614839826,https://doi.org/10.1109/cvprw.2017.70,Curiosity-Driven Exploration by Self-Supervised Prediction,,2017.0,preprint,,Deepak Pathak; Pulkit Agrawal; Alexei A. Efros; Trevor Darrell,"University of California, Berkeley; University of California System",41.0,688.0,88.3455,0.99936805,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,true,green,,false,English,US,false
