system,query word,query datetime,dataset,openalex id,doi,title,publisher,year,type,publication venue,authors,institutions,reference,cited by,fwci,citation percentile (by year/subfield),primary topic,primary subfield,primary field,primary domain,is oa,open access status,source type,retracted,language,country,from global south
Gemini,Natural Language Processing,2026-04-28 22:40:00,OpenAlex,https://openalex.org/W2998704965,https://doi.org/10.5555/944919.944966,A neural probabilistic language model,MIT Press,2003,article,Journal of Machine Learning Research,BengioYoshua; DucharmeRéjean; VincentPascal; JanvinChristian,null/unknown,0,2666.0,2.8121,0.9186612,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-28 22:40:00,OpenAlex,https://openalex.org/W1614298861,https://doi.org/10.48550/arxiv.1301.3781,Efficient Estimation of Word Representations in Vector Space,Cornell University,2013,preprint,arXiv,Tomáš Mikolov; Kai Chen; Greg S. Corrado; Jay B. Dean,Brno University of Technology; Beijing University of Posts and Telecommunications; Google (United States),0,18101.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,CZ; CN; US,True
Gemini,Natural Language Processing,2026-04-28 22:40:00,OpenAlex,https://openalex.org/W2250539671,https://doi.org/10.3115/v1/d14-1162,Glove: Global Vectors for Word Representation,null/unknown,2014,article,null/unknown,Jeffrey Pennington; Richard Socher; Christopher D. Manning,Stanford University,28,33457.0,1171.9294,0.99998467,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,US,False
Gemini,Natural Language Processing,2026-04-28 22:40:00,OpenAlex,https://openalex.org/W2153579005,https://doi.org/10.48550/arxiv.1310.4546,Distributed Representations of Words and Phrases and their Compositionality,Cornell University,2013,article,arXiv,Tomáš Mikolov; Ilya Sutskever; Kai Chen; Greg S. Corrado; Jeff Dean,Google (United States),19,18084.0,null/unknown,null/unknown,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
Gemini,Natural Language Processing,2026-04-28 22:40:00,Semantic Scholar,null/unknown,https://doi.org/10.1145/1390156.1390177,A unified architecture for natural language processing: deep neural networks with multitask learning,null/unknown,2008,null/unknown,International Conference on Machine Learning,R. Collobert; J. Weston,null/unknown,24,5991.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Gemini,Natural Language Processing,2026-04-28 22:40:00,OpenAlex,https://openalex.org/W2130942839,https://doi.org/10.48550/arxiv.1409.3215,Sequence to Sequence Learning with Neural Networks,Cornell University,2014,preprint,arXiv,Ilya Sutskever; Oriol Vinyals; Quoc V. Le,Google (United States),29,13334.0,null/unknown,null/unknown,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
Gemini,Natural Language Processing,2026-04-28 22:40:00,OpenAlex,https://openalex.org/W2157331557,https://doi.org/10.3115/v1/d14-1179,Learning Phrase Representations using RNN Encoder-Decoder for Statistical Machine Translation,null/unknown,2014,preprint,null/unknown,Kyunghyun Cho; Bart van Merriënboer; Çaǧlar Gülçehre; Dzmitry Bahdanau; Fethi Bougares; Holger Schwenk; Yoshua Bengio,University of Maine School of Law; Alcatel Lucent (Germany); Polytechnique Montréal,31,24097.0,583.6386,0.99996168,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US; DE; CA,False
Gemini,Natural Language Processing,2026-04-28 22:40:00,OpenAlex,https://openalex.org/W2133564696,https://doi.org/10.48550/arxiv.1409.0473,Neural Machine Translation by Jointly Learning to Align and Translate,Cornell University,2014,preprint,arXiv,Dzmitry Bahdanau,Constructor University,22,14596.0,null/unknown,null/unknown,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,DE,False
Gemini,Natural Language Processing,2026-04-28 22:40:00,OpenAlex,https://openalex.org/W2064675550,https://doi.org/10.1162/neco.1997.9.8.1735,Long Short-Term Memory,MIT Press,1997,article,Neural Computation,Sepp Hochreiter; Jürgen Schmidhuber,Technical University of Munich; Dalle Molle Institute for Artificial Intelligence Research,34,95860.0,21.7598,0.99429926,Neural Networks and Applications,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,DE; CH,False
Gemini,Natural Language Processing,2026-04-28 22:40:00,OpenAlex,https://openalex.org/W1832693441,https://doi.org/10.3115/v1/d14-1181,Convolutional Neural Networks for Sentence Classification,null/unknown,2014,article,null/unknown,Yoon Kim,New York University,35,13649.0,471.1401,0.99995402,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US,False
Gemini,Natural Language Processing,2026-04-28 22:40:00,OpenAlex,https://openalex.org/W2967271655,https://doi.org/10.48550/arxiv.1908.06263,A Sensitivity Analysis of Attention-Gated Convolutional Neural Networks for Sentence Classification,Cornell University,2019,preprint,arXiv,Yang Liu; Jianpeng Zhang; Chao Gao; QU Jing-hua; Lixin Ji,null/unknown,29,3.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-28 22:40:00,OpenAlex,https://openalex.org/W2951559648,https://doi.org/10.1609/aaai.v30i1.10362,Character-Aware Neural Language Models,Association for the Advancement of Artificial Intelligence,2016,article,Proceedings of the AAAI Conference on Artificial Intelligence,Yoon Kim; Yacine Jernite; David Sontag; Alexander M. Rush,Harvard University Press; New York University,69,1037.0,150.1078,0.99984546,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,diamond,conference,False,English,US,False
Gemini,Natural Language Processing,2026-04-28 22:40:00,OpenAlex,https://openalex.org/W2787560479,https://doi.org/10.18653/v1/n18-1202,Deep Contextualized Word Representations,null/unknown,2018,preprint,null/unknown,Matthew E. Peters; Mark E Neumann; Mohit Iyyer; Matt Gardner; Christopher Clark; Kenton Lee; Luke Zettlemoyer,Allen Institute for Artificial Intelligence,53,1791.0,274.5021,0.99995745,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US,False
Gemini,Natural Language Processing,2026-04-28 22:40:00,OpenAlex,https://openalex.org/W2798812533,https://doi.org/10.18653/v1/p18-1031,Universal Language Model Fine-tuning for Text Classification,null/unknown,2018,preprint,null/unknown,Jeremy Howard; Sebastian Ruder,North Carolina State University; Ollscoil na Gaillimhe - University of Galway,1,341.0,35.2017,0.9972596,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US; IE,False
Gemini,Natural Language Processing,2026-04-28 22:40:00,OpenAlex,https://openalex.org/W2626778328,https://doi.org/10.65215/2q58a426,Attention Is All You Need,null/unknown,2025,preprint,null/unknown,Ashish Vaswani; Noam Shazeer; Niki Parmar; Jakob Uszkoreit; Llion Jones; Aidan N. Gomez; Łukasz Kaiser; Illia Polosukhin,Google (United States); University of Southern California; University of Toronto,28,6526.0,141.6166,0.999771,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US; CA,False
Gemini,Natural Language Processing,2026-04-28 22:40:00,Semantic Scholar,null/unknown,https://doi.org/10.18653/v1/N19-1423,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,null/unknown,2019,null/unknown,North American Chapter of the Association for Computational Linguistics,Jacob Devlin; Ming-Wei Chang; Kenton Lee; Kristina Toutanova,null/unknown,63,113451.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
